,index,Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
383,2585,Introductory Human Physiology,Duke University,Intermediate,4.7,https://www.coursera.org/learn/physiology,course students learn recognize apply basic concepts govern integrated body function intact organism body nine organ systems,endocrinology organ system human learning biology physiology euler totient function human biology biological anthropology homeostasis medicine life sciences basic science
384,2589,Data Visualization with Python,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/data-visualization-with-python,visualizing data used virtually every discipline days used analyzing web traffic determine peak server load growth death rate populations biological analysis analyzing weather patterns time stock market trends simply put data visualization brings meaning numbers help people understand seeing data change draw attention trends spikes may otherwise go unnoticed python open source free programming language libraries used read make useful graphics present data course create application reads data csv files learn visualize data using various techniques using existing python libraries note course works best learners based north america region currently working providing experience regions,heat map correlation dependence project deep learning numbers spreadsheet data visualization web c python programming graphs computer science software development
385,2612,Introduction to HTML5,University of Michigan,Conversant,4.7,https://www.coursera.org/learn/html,thanks growing number software programs seems anyone make webpage actually want understand page created great textbooks online resources learning web design resources require background knowledge course designed help novice wants gain confidence knowledge explore theory actually happens click link webpage practical need know make page overlooked page throughout course strong emphasis adhering syntactic standards validation semantic standards promote wide accessibility users disabilities textbook use available online missing link introduction web development programming michael mendez www opensuny org course appeal wide variety people specifically would like step step description basics prerequisites course assumed students prior programming skills experience course culminate small final project require completion simple page links images focus course basics appearance see sample final page http intro webdesign com html5 plain html first course web design everybody specialization subsequent courses focus marketable skills styling page css3 adding interactivity javascript enhancing styling responsive design see sample site capstone course http intro webdesign com,web page web development web hosting service web accessibility html semantics html5 web syntax web design computer science mobile web development
386,2635,Drug Commercialization,University of California San Diego,Beginner,4.7,https://www.coursera.org/learn/drug-commercialization,university california san diego skaggs school pharmacy pharmaceutical sciences drug commercialization course brings lectures faculty industry experts course recorded campus ucsd seek share access top people field bring unprecedented range expertise drug commercialization course cover pharmacoeconomic marketing strategy intellectual property strategy portfolio management managed markets strategic alliances also lecture case study startup success addition course discuss post marketing clinical trials phase 4 trials conducted new drug approved regulatory agencies launched studies new drug prescribed everyday healthcare environ ment using much larger group patients enables new treat ment uses new drug developed comparisons treatments indication made determination clinical effectiveness new drug wider variety patient types rare side effects may detected pre marketing strategy instigated early phase 1 clinical trials ensure market needs incorporated new drug overall develop ment later phases clinical results presented international medical conferences marketing strategy refined order develop awareness amongst medical community prescribing new drug addition marketing strategy pricing strategy tactical plan developed promotional material sales force trained product approved promote drug physician pharmacist nurses course intended part 3 series drug discovery https www coursera org learn drug discovery drug development https www coursera org learn drug development drug commercialization would highly recommend take courses order since give better understanding drug discovered lab tested clinical trials launched market place,drug development marketing pharmaceutical industry drug discovery biotechnology drugs clinical pharmacology pharmaceutical marketing intellectual property commercialization life sciences healthcare management
387,2636,Introduction to Public Speaking,University of Washington,Intermediate,4.7,https://www.coursera.org/learn/public-speaking,course gives reliable model preparing delivering effective presentations business school public life often called upon make comments often people tasked speeches become flummoxed might know talk ramble without making point simply confusing listen course designed help shine others falter learn organize talks clearly write memorably deliver confidently end course able significantly reduce fear public speaking use rehearsal techniques develop strong vibrant speaking voice perform speeches dynamic movement gestures speech model practice useful briefings elevator talks interviews even structure hour long presentations beginner course help quickly master fundamentals speaking seasoned speaker course help better understand public speaking push next level,communication elevator pitch public speaking rhetoric speech writing human voice confidence writing presentation speech business business essentials
388,2637,Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,Advanced,4.8,https://www.coursera.org/learn/entrepreneurship-strategy,course covers chronological order defining step entrepreneurial project begins personal considerations related getting better know better decide ready multiple challenges entrepreneurship deals creativity order provide right set tools find idea right potential disrupt existing business discuss gather founding team raise money initiate project deal day day cash management later course discuss art selling focusing business business sales measure product launch phase using cohort analysis later discuss challenges hr entrepreneurial environment recruiting point nobody knows company describe practical techniques initiate international development small company last cover exit strategy topic,sales strategy finance exit system call leadership management business strategy exit strategy leadership strategy sales entrepreneurship business leadership management
389,2651,Learn to Speak Korean 1,Yonsei University,Beginner,4.9,https://www.coursera.org/learn/learn-speak-korean1,welcome learn speak korean 1 course beginner students familiar korean alphabet hangeul course students learn skills essential daily interactions koreans living korea course consists six modules module composed five units unit vocabulary grammar expressions conversation practice video clips quizzes workbook vocabulary lists order assist students independent studies korean learning materials lecture notes workbooks vocabulary lists detailing day lecture also provided vocabulary lists accompanied english chinese japanese translations hope enjoy program offer next six weeks studying program able real korean conversation newly acquired knowledge korean language thank course team chief contents developer sang mee han contents developers bock ja lee yoo kyung choi ha min cho ju eun kim production assistants jin hee kim eun hye kim,communication human learning korean language listening speech public speaking culture language writing grammar language learning languages
390,2654,The Technology of Music Production,Berklee College of Music,Intermediate,4.7,https://www.coursera.org/learn/technology-of-music-production,learn music production process including recording editing mixing tools available create contemporary music computer recent introduction high quality low cost software hardware tools music production available masses albums made bedrooms well studios surface liberating anyone make album low cost couple pieces gear software package dig deeper find easy producing music requires knowledge dedication creativity knowledge course comes matter kind music making large set tools need use lesson course demonstrate different set music production tools loosely following along music production process recording editing mixing start background nature sound perceive examine components necessary record audio computer understand devices sound must travel music production process recorded sound must organized along timeline process known editing allows us give impression perfect performances create many sounds hear contemporary music contemporary editing tool digital audio workstation daw piece software stores organizes assets musical project focus editing tools essential contemporary music production daws provide editing sounds must combined mixed together look mixing board creative place know use explore basic functionality hardware software mixing boards including volume pan mute solo busses inserts sends submixes mixing process however includes tools mixing board provides sound must also processed modified recorded state fit context music look compression equalization delay examine many audio effects offshoots devices used musical context end music production process relies creativity creativity product mind stay unexpressed right tools used right way share world idea head take numerous steps important tool reach audience bring dedication creativity course bring knowledge make happen,audio production sound guitar electronic music electronics music audio editing microphone sound design ableton arts humanities music art
391,2655,The Technology of Music Production,Berklee College of Music,Intermediate,4.7,https://www.coursera.org/learn/technology-of-music-production,learn music production process including recording editing mixing tools available create contemporary music computer recent introduction high quality low cost software hardware tools music production available masses albums made bedrooms well studios surface liberating anyone make album low cost couple pieces gear software package dig deeper find easy producing music requires knowledge dedication creativity knowledge course comes matter kind music making large set tools need use lesson course demonstrate different set music production tools loosely following along music production process recording editing mixing start background nature sound perceive examine components necessary record audio computer understand devices sound must travel music production process recorded sound must organized along timeline process known editing allows us give impression perfect performances create many sounds hear contemporary music contemporary editing tool digital audio workstation daw piece software stores organizes assets musical project focus editing tools essential contemporary music production daws provide editing sounds must combined mixed together look mixing board creative place know use explore basic functionality hardware software mixing boards including volume pan mute solo busses inserts sends submixes mixing process however includes tools mixing board provides sound must also processed modified recorded state fit context music look compression equalization delay examine many audio effects offshoots devices used musical context end music production process relies creativity creativity product mind stay unexpressed right tools used right way share world idea head take numerous steps important tool reach audience bring dedication creativity course bring knowledge make happen,audio production sound guitar electronic music electronics music audio editing microphone sound design ableton arts humanities music art
392,2663,Introduction to Blockchain Technologies,INSEAD,Intermediate,4.7,https://www.coursera.org/learn/introduction-blockchain-technologies,first course specialization discuss limitations internet business economic activity explain blockchain technology represents way forward completing course able explain blockchain works revolutionary learn key concepts mining hashing proof work public key cryptography double spend problem able describe seven design principles blockchain technology challenges facing people developing also meet players blockchain ecosystem consider role stewarding blockchain revolution,peer peer smart contract proof work system cryptocurrency bitcoin public key cryptography blockchain bitcoin network ethereum cryptography business business essentials
393,2685,Introduction to Calculus,The University of Sydney,Beginner,4.8,https://www.coursera.org/learn/introduction-to-calculus,focus themes introduction calculus course address important foundations applications mathematics science engineering commerce course emphasises key ideas historical motivation calculus time striking balance theory application leading mastery key threshold concepts foundational mathematics students taking introduction calculus tgain familiarity key ideas precalculus including manipulation equations elementary functions first two weeks tdevelop fluency preliminary methodology tangents limits definition derivative third week tdevelop practice methods differential calculus applications fourth week tdevelop practice methods integral calculus fifth week,integral derivative integral calculus adaptive grammar calculus explicit substitution lambda calculus calculus differential calculus mathematics math logic math logic
394,2692,Getting Started with Go,"University of California, Irvine",Intermediate,4.5,https://www.coursera.org/learn/golang-getting-started,learn basics go open source programming language originally developed team google enhanced many contributors open source community course designed individuals previous programming experience using languages c python java covers fundamental elements go topics include data types protocols formats writing code incorporates rfcs json importantly chance practice writing go programs receive feedback peers upon completing course able implement simple go programs prepare subsequent study advanced level,record computer science language structured text go programming language c garbage collection computer science numbers spreadsheet go programming language computer programming subroutine computer science software development
395,2697,Excel Skills for Business: Essentials,Macquarie University,Beginner,4.9,https://www.coursera.org/learn/excel-essentials,first course specialization excel skills business learn essentials microsoft excel within six weeks able expertly navigate excel user interface perform basic calculations formulas functions professionally format spreadsheets create visualizations data charts graphs whether self taught want fill gaps better efficiency productivity whether never used excel course set solid foundation become confident user develop advanced skills later courses brought together great teaching team every step way broad range practice quizzes challenges provide great opportunities build skillset work new challenge team time surprise far come spreadsheet software one ubiquitous pieces software used workplaces across world learning confidently operate software means adding highly valuable asset employability portfolio time digital skills jobs growing much faster non digital jobs make sure position ahead rest adding excel skills employment portfolio,data analysis microsoft excel keyboard shortcut spreadsheet page layout leadership management sorting chart pie chart analysis business business essentials
396,2701,Process Mining: Data science in Action,Eindhoven University of Technology,Beginner,4.8,https://www.coursera.org/learn/process-mining,process mining missing link model based process analysis data oriented analysis techniques concrete data sets easy use software course provides data science knowledge applied directly analyze improve processes variety domains data science profession future organizations unable use big data smart way survive sufficient focus data storage data analysis data scientist also needs relate data process analysis process mining bridges gap traditional model based process analysis e g simulation business process management techniques data centric analysis techniques machine learning data mining process mining seeks confrontation event data e observed behavior process models hand made discovered automatically technology become available recently applied type operational processes organizations systems example applications include analyzing treatment processes hospitals improving customer service processes multinational understanding browsing behavior customers using booking site analyzing failures baggage handling system improving user interface x ray machine applications common dynamic behavior needs related process models hence refer data science action course explains key analysis techniques process mining participants learn various process discovery algorithms used automatically learn process models raw event data various process analysis techniques use event data presented moreover course provide easy use software real life data sets practical skills directly apply theory variety application domains course starts overview approaches technologies use event data support decision making business process design course focuses process mining bridge data mining business process modeling course introductory level various practical assignments course covers three main types process mining 1 first type process mining discovery discovery technique takes event log produces process model without using priori information example alpha algorithm takes event log produces process model petri net explaining behavior recorded log 2 second type process mining conformance existing process model compared event log process conformance checking used check reality recorded log conforms model vice versa 3 third type process mining enhancement idea extend improve existing process model using information actual process recorded event log whereas conformance checking measures alignment model reality third type process mining aims changing extending priori model example extension process model performance information e g showing bottlenecks process mining techniques used offline also online setting latter known operational support example detection non conformance moment deviation actually takes place another example time prediction running cases e given partially executed case remaining processing time estimated based historic information similar cases process mining provides bridge data mining business process management also helps address classical divide business evidence based business process management based process mining helps create common ground business process improvement information systems development course uses many examples using real life event logs illustrate concepts algorithms taking course one able run process mining projects good understanding business process intelligence field taking course good understanding business process intelligence techniques particular process mining understand role big data today society able relate process mining techniques analysis techniques simulation business intelligence data mining machine learning verification able apply basic process discovery techniques learn process model event log manually using tools able apply basic conformance checking techniques compare event logs process models manually using tools able extend process model information extracted event log e g show bottlenecks good understanding data needed start process mining project able characterize questions answered based event data explain process mining also used operational support prediction recommendation able conduct process mining projects structured manner,process modeling business process process mining process modeling netting petri net conformance checking data mining algorithms data science data analysis
397,2703,Tools for Data Science,IBM,Beginner,4.4,https://www.coursera.org/learn/open-source-tools-for-data-science,popular data science tools use features course learn jupyter notebooks rstudio ide apache zeppelin data science experience learn tool used programming languages execute features limitations tools hosted cloud cognitive class labs able test tool follow instructions run simple code python r scala end course create final project jupyter notebook ibm data science experience demonstrate proficiency preparing notebook writing markdown sharing work peers limited time offer subscription 39 usd per month access graded materials certificate,sources computer programming cloud computing ipython apache ibm cloud rstudio programming tool python programming open source data science data analysis
398,2714,Hypothesis-Driven Development,University of Virginia,Intermediate,4.6,https://www.coursera.org/learn/uva-darden-agile-testing,deliver agile outcomes implement agile processes create focus around matters user constantly test ideas easier said done today high functioning innovators strong culture experimentation course learn identify right questions right time pair right methods enough testing make sure minimize waste maximize outcomes create user project management institute pmi registered education provider university virginia darden school business approved pmi issue 20 professional development units pdus course focuses core competencies recognized pmi provider 2122 course supported batten institute uva darden school business batten institute mission improve world entrepreneurship innovation www batteninstitute org,test driven development software hypothesis agile software development software engineering scrum software development agile testing leadership management design sprint continuous delivery computer science design product
399,2718,Introduction to Chemistry:  Reactions and Ratios,Duke University,Beginner,4.7,https://www.coursera.org/learn/intro-chemistry,introductory course students limited background chemistry basic concepts involved chemical reactions stoichiometry periodic table periodic trends nomenclature chemical problem solving emphasized goal preparing students study chemistry needed many science health policy professions,medicinal chemistry chemistry physics significant figures ordered pair compounding chemical engineering stoichiometry environmental chemistry sodium physical science engineering chemistry
400,2719,Getting Started with Azure,LearnQuest,Beginner,4.2,https://www.coursera.org/learn/cloud-azure-intro,course introduction microsoft azure services students gain familiarity core azure topics practice implementation infrastructure components,software security powershell microsoft azure virtual machine cloud computing cloud applications unix shells cloud computing security network security software service information technology cloud computing
401,2734,Using Databases with Python,University of Michigan,Conversant,4.7,https://www.coursera.org/learn/python-databases,course introduce students basics structured query language sql well basic database design storing data part multi step data gathering analysis processing effort course use sqlite3 database also build web crawlers multi step data gathering visualization processes use d3 js library basic data visualization course cover chapters 14 15 book python everybody succeed course familiar material covered chapters 1 13 textbook first three courses specialization course covers python 3,data model database model sql sqlite modeling json databases python programming computer programming relational database computer science software development
402,2736,Basic Statistics,University of Amsterdam,Advanced,4.6,https://www.coursera.org/learn/basic-statistics,understanding statistics essential understand research social behavioral sciences course learn basics statistics calculate also evaluate course also prepare next course specialization course inferential statistics first part course discuss methods descriptive statistics learn cases variables compute measures central tendency mean median mode dispersion standard deviation variance next discuss assess relationships variables introduce concepts correlation regression second part course concerned basics probability calculating probabilities probability distributions sampling distributions need know things order understand inferential statistics work third part course consists introduction methods inferential statistics methods help us decide whether patterns see data strong enough draw conclusions underlying population interested discuss confidence intervals significance tests learn statistical concepts also trained calculate generate statistics using freely available statistical software,hypothesis testing r programming analysis probability general statistics statistical hypothesis testing hypothesis computer programming confidence confidence interval data science probability statistics
403,2746,What is Data Science?,IBM,Conversant,4.6,https://www.coursera.org/learn/what-is-datascience,art uncovering insights trends data around since ancient times ancient egyptians used census data increase efficiency tax collection accurately predicted flooding nile river every year since people working data science carved unique distinct field work field data science course meet data science practitioners get overview data science today,analysis machine learning data mining artificial neural networks regression analysis data analysis data reporting human learning regression big data data science data analysis
404,2747,What is Data Science?,IBM,Conversant,4.6,https://www.coursera.org/learn/what-is-datascience,art uncovering insights trends data around since ancient times ancient egyptians used census data increase efficiency tax collection accurately predicted flooding nile river every year since people working data science carved unique distinct field work field data science course meet data science practitioners get overview data science today,analysis machine learning data mining artificial neural networks regression analysis data analysis data reporting human learning regression big data data science data analysis
405,2748,What is Data Science?,IBM,Conversant,4.6,https://www.coursera.org/learn/what-is-datascience,art uncovering insights trends data around since ancient times ancient egyptians used census data increase efficiency tax collection accurately predicted flooding nile river every year since people working data science carved unique distinct field work field data science course meet data science practitioners get overview data science today,analysis machine learning data mining artificial neural networks regression analysis data analysis data reporting human learning regression big data data science data analysis
406,2753,Natural Language Processing with Classification and Vector Spaces,DeepLearning.AI,Beginner,4.4,https://www.coursera.org/learn/classification-vector-spaces-in-nlp,course 1 natural language processing specialization offered deeplearning ai perform sentiment analysis tweets using logistic regression na bayes b use vector space models discover relationships words use pca reduce dimensionality vector space visualize relationships c write simple english french translation algorithm using pre computed word embeddings locality sensitive hashing relate words via approximate k nearest neighbor search please make sure comfortable programming python basic knowledge machine learning matrix multiplications conditional probability end specialization designed nlp applications perform question answering sentiment analysis created tools translate languages summarize text even built chatbot specialization designed taught two experts nlp machine learning deep learning younes bensouda mourri instructor ai stanford university also helped build deep learning specialization ukasz kaiser staff research scientist google brain co author tensorflow tensor2tensor trax libraries transformer paper,word embedding natural language sentiment analysis analysis vector spaces translation natural language processing naive bayes classifier language bayes classifier data science machine learning
407,2762,Astronomy: Exploring Time and Space,University of Arizona,Beginner,4.8,https://www.coursera.org/learn/astro,course designed anyone interested learning modern astronomy help get date recent astronomical discoveries also providing support introductory level background science,energy solar systems astronomy physics observation verse protocol theory relativity astrobiology history observational astronomy physical science engineering physics astronomy
408,2795,Advertising and Society,Duke University,Advanced,4.7,https://www.coursera.org/learn/role-of-advertising,course examines relation advertising society culture history economy using contemporary theories visual communications learn analyze complex levels meaning print advertisements television commercials course course covers wide range topics including origins advertising creation ads interpretation ads depiction race class gender sexuality advertising sex selling adverting ethics future advertising lectures discuss theoretical frameworks apply specific advertisements course syllabus week 1 advertising come week 2 manipulated advertising week 3 ad beyond meets eye week 4 ads get made week 5 ads teach us race class gender sexuality week 6 sex sell week 7 future advertising recommended background background required everyone welcome suggested readings although lectures designed self contained recommend students refer free online textbook adtextonline org free resources suggested week module course format videos lectures instructor talking lecture illustrated powerpoint slides print advertisements tv commercials videos week consist segments add hour week one quiz appear stand alone homework resources beyond lectures available online students charge adtextonline org others visits sites ad agencies us abroad open access websites deal course topics open access journal articles,public relations advertising strategy semiotics history history advertising advertising advertising techniques advertising management marketing strategy social sciences economics
409,2796,The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",Intermediate,4.6,https://www.coursera.org/learn/principles-of-microeconomics,course learn major principles microeconomics normally taught quarter semester course college undergraduates mba students perhaps importantly also learn apply principles wide variety real world situations personal professional lives way power microeconomics help prosper increasingly competitive environment note course companion power macroeconomics take courses learn major principles normally taught year long introductory economics college course,stock market microeconomics economics market economics behavioral economics perfect competition supply demand supply chain demand game theory social sciences economics
410,2797,Drug Development,University of California San Diego,Beginner,4.6,https://www.coursera.org/learn/drug-development,university california san diego skaggs school pharmacy pharmaceutical sciences drug development course brings lectures faculty industry experts course recorded campus ucsd seek share access top people field bring unprecedented range expertise drug development course learn different stages clinical development well regulatory including limited investigational new drug application ind new drug application nda product labeling additionally learn incorporate study design methods consideration design clinical protocols assess safety tolerability efficacy multiple therapeutic areas course learn different phases clinical development phase 1 early stage clinical trial conducted primar ily determine new drug works humans safety profile predict dosage range typically involves 30 100 healthy volunteers phase 2 proof concept poc studies test efficacy well safety side effects group 30 200 hundred patients disease new drug developed phase 3 late stage clinical development involve much larger group patients hundred thousands depending indication help determine new drug considered safe effective involve control groups using placebo current treatment comparison product registration approval process drug considered safe effective phase 3 trials must authorized individual country marketed data gen erated small molecule biologic collected submitted regulatory authorities us fda food drug administration fda europe ema european medicines agency japan ministry health countries may require national approvals course intended part 2 series drug discovery https www coursera org learn drug discovery drug development drug commercialization https www coursera org learn drug commercialization would highly recommend take courses order since give better understanding drug discovered lab tested clinical trials launched market place,drug development clinical drug development drugs drug regulatory affairs phases clinical research clinical trial clinical trials regulatory affairs affair clinical research life sciences research
411,2804,Fundamentals of Scalable Data Science,IBM,Advanced,4.1,https://www.coursera.org/learn/ds,apache spark de facto standard large scale data processing first course series courses towards ibm advanced data science specialization strongly believe crucial success start learning scalable data science platform since memory cpu constraints limiting factors comes building advanced machine learning models course teach fundamentals apache spark using python pyspark introduce apache spark first two weeks learn apply compute basic exploratory data pre processing tasks last two weeks exercise also introduced fundamental statistical measures data visualization technologies gives enough knowledge take role data engineer modern environment gives also basis advancing career towards data science please look full specialization curriculum https www coursera org specializations advanced data science ibm choose take course earn coursera course certificate also earn ibm digital badge find ibm digital badges follow link ibm biz badging completing course able tdescribe basic statistical measures used reveal patterns within data trecognize data characteristics patterns trends deviations inconsistencies potential outliers tidentify useful techniques working big data dimension reduction feature selection methods tuse advanced tools charting libraries timprove efficiency analysis big data partitioning parallel analysis tvisualize data number 2d 3d formats box plot run chart scatter plot pareto chart multidimensional scaling successful completion course following prerequisites recommended tbasic programming skills python tbasic math tbasic sql get easily https www coursera org learn sql data science needed order complete course following technologies used technologies introduced course necessary previous knowledge required tjupyter notebooks brought ibm watson studio free tapachespark brought ibm watson studio free tpython reported material course advanced case feel please look following materials first starting course reported really helps course give course try first case need take following courses materials free https cognitiveclass ai learn spark https dataplatform cloud ibm com analytics notebooks v2 f8982db1 5e55 46d6 a272 fd11b670be38 view access token 533a1925cd1c4c362aabe7b3336b3eae2a99e0dc923ec0775d891c31c5bbbc68 course takes four weeks 4 6h per week,general statistics dimensionality reduction matplotlib lambda calculus computer programming apache spark data visualization python programming apache sql data science data analysis
412,2806,Bayesian Statistics: Techniques and Models,"University of California, Santa Cruz",Intermediate,4.7,https://www.coursera.org/learn/mcmc-bayesian-statistics,second two course sequence introducing fundamentals bayesian statistics builds course bayesian statistics concept data analysis introduces bayesian methods use simple conjugate models real world data often require sophisticated models reach realistic conclusions course aims expand bayesian toolbox general models computational techniques fit particular introduce markov chain monte carlo mcmc methods allow sampling posterior distributions analytical solution use open source freely available software r experience assumed e g completing previous course r jags experience required learn construct fit assess compare bayesian statistical models answer scientific questions involving continuous binary count data course combines lecture videos computer demonstrations readings exercises discussion boards create active learning experience lectures provide basic mathematical development explanations statistical modeling process basic modeling techniques commonly used statisticians computer demonstrations provide concrete practical walkthroughs completion course give access wide range bayesian analytical tools customizable data,inference general statistics monte carlo method markov chain modeling bayesian chaining bayesian inference markov chain monte carlo bayesian statistics data science probability statistics
413,2807,"Epidemics, Pandemics and Outbreaks",University of Pittsburgh,Beginner,4.6,https://www.coursera.org/learn/epidemic-pandemic-outbreak,prevent outbreaks infectious diseases becoming epidemics pandemic course learn facts infectious diseases medical responses focus public health laws policies provide framework effective prevention like quarantine laws drug development policies bioterrorism biodefense,disease pandemics outbreak epidemic pandemic infectious diseases public health law quarantine epidemics social sciences governance society
414,2826,Accounting Data Analytics with Python,University of Illinois at Urbana-Champaign,Advanced,3.6,https://www.coursera.org/learn/accounting-data-analytics-python,course focuses developing python skills assembling business data cover material introduction accounting data analytics visualization general purpose programming environment jupyter notebook python rather excel visual basic editor concepts taught within context one accounting data domains e g financial statement data edgar stock data loan data point sale data first half course picks introduction accounting data analytics visualization left using integrated development environment automate data analytic tasks discuss manage code share results within jupyter notebook popular development environment data analytic software like python r review fundamental programming skills mathematical operators functions conditional statements loops using python software second half course focuses assembling data machine learning purposes introduce students pandas dataframes numpy structuring manipulating data analyze data using visualizations linear regression finally explain use python interacting sql data,data type relational database management system numpy basic descriptive statistics data structures python programming databases sql euler totient function jpeg data science data analysis
415,2827,Java Programming: Solving Problems with Software,Duke University,Conversant,4.4,https://www.coursera.org/learn/java-programming,learn code java improve programming problem solving skills learn design algorithms well develop debug programs using custom open source classes write programs access transform images websites types data end course build program determines popularity different baby names us time analyzing comma separated value csv files completing course able 1 edit compile run java program 2 use conditionals loops java program 3 use java api documentation writing programs 4 debug java program using scientific method 5 write java method solve specific problem 6 develop set test cases part developing program 7 create class multiple methods work together solve problem 8 use divide conquer design techniques program uses multiple methods,java software platform syntax java syntax software problem solving jpeg computer programming algorithms language java programming computer science software development
416,2859,IT Security: Defense against the digital dark arts,Google,Beginner,4.7,https://www.coursera.org/learn/it-security,course covers wide variety security concepts tools best practices introduces threats attacks many ways show give background encryption algorithms used safeguard data dive three information security authentication authorization accounting also cover network security solutions ranging firewalls wifi encryption options course rounded putting elements together multi layered depth security architecture followed recommendations integrate culture security organization team end course understand various encryption algorithms techniques work well benefits limitations various authentication systems types difference authentication authorization evaluate potential risks recommend ways reduce risk best practices securing network help others grasp security concepts protect,wireless wireless security authentication encryption information security network security cryptography security system security network monitoring information technology security
417,2868,Blockchain Basics,The State University of New York,Beginner,4.5,https://www.coursera.org/learn/blockchain-basics,first course blockchain specialization provides broad overview essential concepts blockchain technology initially exploring bitcoin protocol followed ethereum protocol lay foundation necessary developing applications programming equipped knowledge needed create nodes personal ethereum blockchain create accounts unlock accounts mine transact transfer ethers check balances learn decentralized peer peer network immutable distributed ledger trust model defines blockchain course enables explain basic components blockchain transaction block block header chain operations verification validation consensus model underlying algorithms essentials trust hard fork soft fork content includes hashing cryptography foundations indispensable blockchain programming focus two subsequent specialization courses smart contracts decentralized applications dapps work virtual machine image specifically created course build ethereum test chain operate chain hands activity help understand workings blockchain transactions blocks mining main concepts delivered videos demos hands exercises,smart contract bitcoin network bitcoin cryptography hashing cryptocurrency blockchain ethereum proof work system public key cryptography computer science software development
418,2872,Introduction to Structured Query Language (SQL),University of Michigan,Conversant,4.7,https://www.coursera.org/learn/intro-sql,course walk installation steps installing text editor installing mamp xampp equivalent creating mysql database learn single table queries basic syntax sql language well database design multiple tables foreign keys join operation lastly learn model many many relationships like needed represent users roles courses,phpmyadmin databases sql relational database sql server mysql database model modeling database design leadership management computer science mobile web development
419,2879,Six Sigma Principles,University System of Georgia,Beginner,4.6,https://www.coursera.org/learn/six-sigma-principles,course looking learn six sigma refresh knowledge basic components six sigma lean six sigma skills widely sought employers nationally internationally skills proven help improve business processes performance course introduce purpose six sigma value organization learn basic principles six sigma lean instructors introduce apply tools metrics critical components six sigma course provide basic knowledge principles roles responsibilities six sigma lean every module include readings videos quiz help make sure understand material concepts studied also opportunity participate discussions peer review exercises give opportunity apply material daily life applied curriculum built around latest handbook certified six sigma handbook 2nd edition students develop learn fundamentals six sigma registration includes online access course content projects resources include companion text certified six sigma handbook 2nd edition companion text required complete assignments however text recognized handbook used professionals field also highly recommended text wishing move forward six sigma eventually gain certification professional agencies american society quality asq,leadership management lean methods lean six sigma process improvement kanban process six sigma mapping principle trigonometric integral business business essentials
